reference_channel,candidate_channel,qx,qy,gamma_dimension,target_overlap_squared,gamma_minimum_overlap_squared,reference_selected,candidate_selected,reference_screen_phi122_norm,reference_refined_phi122_norm,reference_refined_phi1122_trace,candidate_screen_phi122_norm,candidate_refined_phi122_norm,candidate_refined_phi1122_trace
line_p1_m1__Gamma_4_5,line_p1_m1__Gamma_4_5,0.0,0.16666666666666666,2,0.999970195995834,0.9999999978676035,False,False,0.03459781372241453,,,0.01573743231841016,,
line_p1_m1__Gamma_6_7,line_p1_m1__Gamma_6_7,0.0,0.16666666666666666,2,0.999970195995834,0.9999999977085494,False,False,0.036285083266461376,,,0.1579144720428151,,
line_p1_m1__Gamma_8,line_p1_m1__Gamma_8,0.0,0.16666666666666666,1,0.999970195995834,0.9999999931351928,False,False,0.7503032684326172,,,0.8101463317871094,,
line_p1_m1__Gamma_9,line_p1_m1__Gamma_9,0.0,0.16666666666666666,1,0.999970195995834,0.9999999934594104,False,False,0.02956390380859375,,,0.000476837158203125,,
line_p1_m2__Gamma_4_5,line_p1_m2__Gamma_4_5,0.0,0.16666666666666666,2,0.999994244393196,0.9999999978676035,False,False,0.03484909818002703,,,0.02286457791569421,,
line_p1_m2__Gamma_6_7,line_p1_m2__Gamma_6_7,0.0,0.16666666666666666,2,0.999994244393196,0.9999999977085494,False,False,0.26534777525438763,,,0.3588582965739127,,
line_p1_m2__Gamma_8,line_p1_m2__Gamma_8,0.0,0.16666666666666666,1,0.999994244393196,0.9999999931351928,False,False,0.11897087097167969,,,0.2276897430419922,,
line_p1_m2__Gamma_9,line_p1_m2__Gamma_9,0.0,0.16666666666666666,1,0.999994244393196,0.9999999934594104,False,False,0.0059604644775390625,,,0.02574920654296875,,
line_p1_m3__Gamma_4_5,line_p1_m3__Gamma_4_5,0.0,0.16666666666666666,2,0.9999607692254525,0.9999999978676035,False,False,0.049503873322469985,,,0.023990406748650203,,
line_p1_m3__Gamma_6_7,line_p1_m3__Gamma_6_7,0.0,0.16666666666666666,2,0.9999607692254525,0.9999999977085494,False,False,0.3522004113051641,,,0.2576418061546701,,
line_p1_m3__Gamma_8,line_p1_m3__Gamma_8,0.0,0.16666666666666666,1,0.9999607692254525,0.9999999931351928,False,False,0.15997886657714844,,,0.16546249389648438,,
line_p1_m3__Gamma_9,line_p1_m3__Gamma_9,0.0,0.16666666666666666,1,0.9999607692254525,0.9999999934594104,False,False,0.020503997802734375,,,0.01811981201171875,,
line_p1_m4__Gamma_4_5,line_p1_m4__Gamma_4_5,0.0,0.16666666666666666,2,0.9999999894473992,0.9999999978676035,False,False,0.049747280598470896,,,0.017895692829890446,,
line_p1_m4__Gamma_6_7,line_p1_m4__Gamma_6_7,0.0,0.16666666666666666,2,0.9999999894473992,0.9999999977085494,False,False,11.340812682158507,,,11.423988909868054,,
line_p1_m4__Gamma_8,line_p1_m4__Gamma_8,0.0,0.16666666666666666,1,0.9999999894473992,0.9999999931351928,False,False,15.618562698364258,,,15.651226043701172,,
line_p1_m4__Gamma_9,line_p1_m4__Gamma_9,0.0,0.16666666666666666,1,0.9999999894473992,0.9999999934594104,False,False,0.025033950805664062,,,0.043392181396484375,,
line_p1_m5__Gamma_4_5,line_p1_m5__Gamma_4_5,0.0,0.16666666666666666,2,0.9993799490541325,0.9999999978676035,False,False,0.031562333810028376,,,0.021955231539194753,,
line_p1_m5__Gamma_6_7,line_p1_m5__Gamma_6_7,0.0,0.16666666666666666,2,0.9993799490541325,0.9999999977085494,False,False,12.223193993135814,,,12.845591126939311,,
line_p1_m5__Gamma_8,line_p1_m5__Gamma_8,0.0,0.16666666666666666,1,0.9993799490541325,0.9999999931351928,False,False,16.61372184753418,,,16.65949821472168,,
line_p1_m5__Gamma_9,line_p1_m5__Gamma_9,0.0,0.16666666666666666,1,0.9993799490541325,0.9999999934594104,False,False,0.00762939453125,,,0.026226043701171875,,
line_p1_m6__Gamma_4_5,line_p1_m6__Gamma_4_5,0.0,0.16666666666666666,2,0.9999934388188589,0.9999999978676035,False,False,0.05401378039936634,,,0.017461617873764566,,
line_p1_m6__Gamma_6_7,line_p1_m6__Gamma_6_7,0.0,0.16666666666666666,2,0.9999934388188589,0.9999999977085494,False,False,6.1302870165091985,,,6.19514452549488,,
line_p1_m6__Gamma_8,line_p1_m6__Gamma_8,0.0,0.16666666666666666,1,0.9999934388188589,0.9999999931351928,False,False,20.52474021911621,,,20.5838680267334,,
line_p1_m6__Gamma_9,line_p1_m6__Gamma_9,0.0,0.16666666666666666,1,0.9999934388188589,0.9999999934594104,False,False,0.025033950805664062,,,0.013113021850585938,,
line_p1_m7__Gamma_4_5,line_p1_m7__Gamma_4_5,0.0,0.16666666666666666,2,0.9947054016838726,0.9999999978676035,False,False,0.04378146785348005,,,0.007251217997429633,,
line_p1_m7__Gamma_6_7,line_p1_m7__Gamma_6_7,0.0,0.16666666666666666,2,0.9947054016838726,0.9999999977085494,False,False,6.924773821570489,,,6.890663319551738,,
line_p1_m7__Gamma_8,line_p1_m7__Gamma_8,0.0,0.16666666666666666,1,0.9947054016838726,0.9999999931351928,False,False,18.589496612548828,,,18.514394760131836,,
line_p1_m7__Gamma_9,line_p1_m7__Gamma_9,0.0,0.16666666666666666,1,0.9947054016838726,0.9999999934594104,False,False,0.011444091796875,,,0.01049041748046875,,
line_p1_m8__Gamma_4_5,line_p1_m8__Gamma_4_5,0.0,0.16666666666666666,2,0.9947398750897993,0.9999999978676035,False,False,0.04220076199441326,,,0.018027030416217737,,
line_p1_m8__Gamma_6_7,line_p1_m8__Gamma_6_7,0.0,0.16666666666666666,2,0.9947398750897993,0.9999999977085494,False,False,1.0759133105645975,,,1.0803581120045038,,
line_p1_m8__Gamma_8,line_p1_m8__Gamma_8,0.0,0.16666666666666666,1,0.9947398750897993,0.9999999931351928,True,True,32.507896423339844,32.502746582032245,1.9855110012758082,32.605648040771484,32.61571611677002,2.1114738620056084
line_p1_m8__Gamma_9,line_p1_m8__Gamma_9,0.0,0.16666666666666666,1,0.9947398750897993,0.9999999934594104,False,False,0.046253204345703125,,,0.0026226043701171875,,
line_p1_m9__Gamma_4_5,line_p1_m9__Gamma_4_5,0.0,0.16666666666666666,2,0.9993995098548333,0.9999999978676035,False,False,0.07252197825553479,,,0.0460302247943431,,
line_p1_m9__Gamma_6_7,line_p1_m9__Gamma_6_7,0.0,0.16666666666666666,2,0.9993995098548333,0.9999999977085494,False,False,1.4655310018559424,,,2.2209439927922823,,
line_p1_m9__Gamma_8,line_p1_m9__Gamma_8,0.0,0.16666666666666666,1,0.9993995098548333,0.9999999931351928,False,False,28.52630615234375,,,28.54466438293457,,
line_p1_m9__Gamma_9,line_p1_m9__Gamma_9,0.0,0.16666666666666666,1,0.9993995098548333,0.9999999934594104,False,False,0.06985664367675781,,,0.0016689300537109375,,
line_p2_m1__Gamma_4_5,line_p2_m1__Gamma_4_5,0.16666666666666666,0.16666666666666666,2,0.9997775107740734,0.9999999978676035,False,False,0.034323167917461324,,,0.010254770835688862,,
line_p2_m1__Gamma_6_7,line_p2_m1__Gamma_6_7,0.16666666666666666,0.16666666666666666,2,0.9997775107740734,0.9999999977085494,False,False,0.13450210391062356,,,0.07776576682051367,,
line_p2_m1__Gamma_8,line_p2_m1__Gamma_8,0.16666666666666666,0.16666666666666666,1,0.9997775107740734,0.9999999931351928,False,False,1.432180404663086,,,1.4698505401611328,,
line_p2_m1__Gamma_9,line_p2_m1__Gamma_9,0.16666666666666666,0.16666666666666666,1,0.9997775107740734,0.9999999934594104,False,False,0.015974044799804688,,,0.008106231689453125,,
