material,model,geometry,qx,qy,qe_mode,ml_mode,qe_frequency_thz,ml_frequency_thz,frequency_difference_thz,single_overlap_squared,qe_subspace_dimension,subspace_minimum_overlap_squared,gamma_point
mos2,tece,model_relaxed,0.0,0.6666666666666666,3,3,6.455119,6.13733170294571,-0.31778729705428965,0.9986378549457655,1,0.9986378549457655,False
mos2,tece,model_relaxed,0.0,0.6666666666666666,4,4,9.177996,8.657222252497808,-0.5207737475021919,0.999999999088925,1,0.999999999088925,False
mos2,tece,model_relaxed,0.0,0.6666666666666666,5,5,10.149005,9.719276311481323,-0.4297286885186775,0.9989394867637067,1,0.9989394867637069,False
mos2,tece,model_relaxed,0.0,0.6666666666666666,6,6,10.724786,10.245863587846257,-0.478922412153743,0.9990070335205873,1,0.9990070335205873,False
mos2,tece,model_relaxed,0.0,0.6666666666666666,7,7,11.377898,10.637150464653825,-0.7407475353461752,0.9999162736767042,1,0.999916273676704,False
mos2,tece,model_relaxed,0.0,0.6666666666666666,8,8,12.331607,11.63688050011872,-0.6947264998812805,0.999284578670262,1,0.999284578670262,False
mos2,tece,model_relaxed,0.0,0.6666666666666666,9,9,12.539281,11.868484720637513,-0.670796279362488,0.9982461823814821,1,0.9982461823814821,False
mos2,tece,model_relaxed,0.0,0.8333333333333334,1,1,1.316822,1.34120616163615,0.02438416163614998,0.9999379905940371,1,0.9999379905940371,False
mos2,tece,model_relaxed,0.0,0.8333333333333334,2,2,2.46387,2.337089305067119,-0.12678069493288113,0.9999795360865338,1,0.9999795360865338,False
mos2,tece,model_relaxed,0.0,0.8333333333333334,3,3,3.91324,3.738143097534816,-0.17509690246518383,0.9998158511622344,1,0.9998158511622344,False
mos2,tece,model_relaxed,0.0,0.8333333333333334,4,4,8.866569,8.408269025997871,-0.45829997400212896,0.9999999988818602,1,0.9999999988818602,False
