qx,qy,reference_mode,candidate_mode,reference_frequency_thz,candidate_frequency_thz,single_overlap_squared,subspace_dimension,subspace_minimum_overlap_squared,basis_dependent
0.0,0.0,1,1,-3.1682551419558503e-07,-1.6451246495385675e-07,0.992903057554155,3,0.9999999999999989,True
0.0,0.0,2,3,-3.134603390881941e-07,1.5217863654842065e-07,0.988806545634469,3,0.9999999999999989,True
0.0,0.0,3,2,5.532286409126702e-08,-5.524257130762699e-08,0.9947684287796916,3,0.9999999999999989,True
0.0,0.0,4,5,8.531381238395019,8.200399784814445,0.7064284189278421,2,0.9999999978676035,True
0.0,0.0,5,4,8.531416561317387,8.200343733777236,0.7064284195600898,2,0.9999999978676035,True
0.0,0.0,6,6,10.141611490106381,10.17424519543439,0.9935368860052014,2,0.9999999977085494,True
0.0,0.0,7,7,10.141766475549648,10.174339265130932,0.9935368855262627,2,0.9999999977085494,True
0.0,0.0,8,8,12.136574319637424,11.971285712423752,0.9999999931351928,1,0.9999999931351928,False
0.0,0.0,9,9,12.725352558950567,12.700857074012118,0.9999999934594106,1,0.9999999934594104,False
0.0,0.16666666666666666,1,1,1.1480729096933706,1.1175952255884236,0.999970195995834,1,0.9999701959958345,False
0.0,0.16666666666666666,2,2,1.9890948181519468,1.9244265359060388,0.999994244393196,1,0.9999942443931957,False
0.0,0.16666666666666666,3,3,3.0560469757083313,3.0354423062890357,0.9999607692254525,1,0.9999607692254527,False
0.0,0.16666666666666666,4,4,8.713200660571076,8.38074883650939,0.9999999894473992,1,0.9999999894473992,False
0.0,0.16666666666666666,5,5,9.163920031189049,8.88758356536041,0.9993799490541325,1,0.9993799490541325,False
0.0,0.16666666666666666,6,6,10.045560419816956,9.971549230228897,0.9999934388188589,1,0.9999934388188587,False
0.0,0.16666666666666666,7,7,10.148563532695974,10.03919755257215,0.9947054016838726,1,0.9947054016838726,False
0.0,0.16666666666666666,8,8,12.015996892757443,11.979760203469606,0.9947398750897993,1,0.9947398750897993,False
0.0,0.16666666666666666,9,9,12.126709621453639,12.162074085776599,0.9993995098548333,1,0.9993995098548335,False
0.0,0.3333333333333333,1,1,3.1481275999269487,3.1645929264350263,0.9997823631399767,1,0.9997823631399765,False
0.0,0.3333333333333333,2,2,3.3112764541004305,3.274386064328949,0.9998297434397665,1,0.9998297434397665,False
0.0,0.3333333333333333,3,3,4.704221310954279,4.51506442423843,0.9994482024014483,1,0.9994482024014485,False
0.0,0.3333333333333333,4,4,9.03787154018941,8.809714696125534,0.9999999812305008,1,0.9999999812305008,False
0.0,0.3333333333333333,5,5,9.835096454299999,9.617214708689316,0.9998297009640112,1,0.999829700964011,False
0.0,0.3333333333333333,6,6,10.083034298865606,9.919541717660412,0.9860909300823006,1,0.9860909300823006,False
0.0,0.3333333333333333,7,7,10.405042783044225,10.216011482913157,0.9949292598295175,1,0.9949292598295175,False
0.0,0.3333333333333333,8,8,10.88168853310681,11.03034141511167,0.985990906343668,1,0.9859909063436683,False
0.0,0.3333333333333333,9,9,11.82345910669328,11.92325624557658,0.9954408885096947,1,0.9954408885096949,False
0.0,0.5,1,1,3.6849364168436862,3.7073680826514357,0.9991667131356252,1,0.9991667131356254,False
0.0,0.5,2,2,4.068539753045436,4.191758220504954,0.9998058929791661,1,0.9998058929791659,False
0.0,0.5,3,3,5.019111565478753,4.706828524908241,0.9993910406641722,1,0.9993910406641722,False
0.0,0.5,4,4,9.188498648109915,9.015171308796962,0.999999930260096,1,0.9999999302600963,False
0.0,0.5,5,5,9.727391104069325,9.470800113652023,0.9991666205947448,1,0.999166620594745,False
0.0,0.5,6,6,10.077726081611907,9.88678102266009,0.9848898652974912,1,0.9848898652974912,False
0.0,0.5,7,8,10.645231910962572,10.820322173285577,0.9850132963464523,1,0.9850132963464527,False
0.0,0.5,8,7,10.694420312810871,10.525436858946682,0.9992989288966534,1,0.9992989288966532,False
0.0,0.5,9,9,11.712450129259038,11.821190192190695,0.9998600251384642,1,0.9998600251384642,False
0.0,0.6666666666666666,1,1,3.148127599926951,3.164592926435022,0.9997823631399756,1,0.9997823631399754,False
0.0,0.6666666666666666,2,2,3.3112764541004305,3.274386064328951,0.9998297434397663,1,0.999829743439766,False
0.0,0.6666666666666666,3,3,4.70422131095429,4.515064424238437,0.9994482024014483,1,0.9994482024014483,False
0.0,0.6666666666666666,4,4,9.037871540189412,8.809714696125532,0.9999999812305013,1,0.999999981230501,False
